PROVINCIA,NOME_PROVINCIA,REGIONE,NOME_REGIONE,MESE_DECESSO,GIORNO_DECESSO,DECESSI_2015,DECESSI_2016,DECESSI_2017,DECESSI_2018,DECESSI_2019
016,Bergamo,03,Lombardia,4,4,30,23,29,20,26
016,Bergamo,03,Lombardia,4,5,26,42,34,20,26
016,Bergamo,03,Lombardia,4,6,27,28,26,26,22
016,Bergamo,03,Lombardia,4,7,31,23,20,28,28
016,Bergamo,03,Lombardia,4,8,30,33,23,24,30
016,Bergamo,03,Lombardia,4,9,28,24,22,21,26
016,Bergamo,03,Lombardia,4,10,29,29,23,23,26
016,Bergamo,03,Lombardia,4,11,27,26,28,22,26
016,Bergamo,03,Lombardia,4,12,30,27,31,21,17
016,Bergamo,03,Lombardia,4,13,26,17,34,27,26
016,Bergamo,03,Lombardia,4,14,30,28,30,27,33
016,Bergamo,03,Lombardia,4,15,26,28,23,24,24
016,Bergamo,03,Lombardia,4,16,20,26,27,30,26
016,Bergamo,03,Lombardia,4,17,30,22,23,25,25
016,Bergamo,03,Lombardia,4,18,26,21,23,24,25
016,Bergamo,03,Lombardia,4,19,27,25,19,18,24
016,Bergamo,03,Lombardia,4,20,23,23,44,23,33
016,Bergamo,03,Lombardia,4,21,22,26,21,33,32
016,Bergamo,03,Lombardia,4,22,24,28,29,20,32
016,Bergamo,03,Lombardia,4,23,18,24,24,30,23
016,Bergamo,03,Lombardia,4,24,30,37,29,36,28
016,Bergamo,03,Lombardia,4,25,20,17,23,34,27
016,Bergamo,03,Lombardia,4,26,19,24,29,23,23
016,Bergamo,03,Lombardia,4,27,28,30,30,26,25
016,Bergamo,03,Lombardia,4,28,24,26,23,20,20
016,Bergamo,03,Lombardia,4,29,37,25,27,22,19
016,Bergamo,03,Lombardia,4,30,24,24,19,27,24
017,Brescia,03,Lombardia,1,1,37,31,33,35,34
017,Brescia,03,Lombardia,1,2,43,38,42,45,38
017,Brescia,03,Lombardia,1,3,43,33,42,38,42
017,Brescia,03,Lombardia,1,4,43,49,34,41,35
017,Brescia,03,Lombardia,1,5,45,30,36,40,25
017,Brescia,03,Lombardia,1,6,49,33,43,36,31
017,Brescia,03,Lombardia,1,7,34,27,35,38,38
017,Brescia,03,Lombardia,1,8,38,40,43,39,31
017,Brescia,03,Lombardia,1,9,48,35,52,45,50
017,Brescia,03,Lombardia,1,10,52,32,48,40,35
017,Brescia,03,Lombardia,1,11,38,36,41,38,42
017,Brescia,03,Lombardia,1,12,41,52,59,52,39
017,Brescia,03,Lombardia,1,13,38,37,49,32,27
017,Brescia,03,Lombardia,1,14,39,28,53,35,47
017,Brescia,03,Lombardia,1,15,34,24,61,38,35
017,Brescia,03,Lombardia,1,16,35,33,47,37,44
017,Brescia,03,Lombardia,1,17,38,32,51,49,33
017,Brescia,03,Lombardia,1,18,33,36,36,43,41
017,Brescia,03,Lombardia,1,19,37,37,50,36,44
017,Brescia,03,Lombardia,1,20,46,29,52,41,42
017,Brescia,03,Lombardia,1,21,42,32,46,38,36
017,Brescia,03,Lombardia,1,22,31,22,61,34,38
017,Brescia,03,Lombardia,1,23,33,40,44,34,40
017,Brescia,03,Lombardia,1,24,45,35,35,29,51
017,Brescia,03,Lombardia,1,25,40,41,42,41,42
017,Brescia,03,Lombardia,1,26,43,24,50,40,41
017,Brescia,03,Lombardia,1,27,31,25,42,40,47
017,Brescia,03,Lombardia,1,28,52,27,47,47,43
017,Brescia,03,Lombardia,1,29,44,33,41,46,44
017,Brescia,03,Lombardia,1,30,40,33,36,37,47
017,Brescia,03,Lombardia,1,31,54,35,42,45,41
017,Brescia,03,Lombardia,2,1,39,41,39,41,40
017,Brescia,03,Lombardia,2,2,29,31,48,46,45
017,Brescia,03,Lombardia,2,3,40,29,48,34,42
017,Brescia,03,Lombardia,2,4,40,38,44,32,43
017,Brescia,03,Lombardia,2,5,40,31,48,36,44
017,Brescia,03,Lombardia,2,6,41,31,42,35,48
017,Brescia,03,Lombardia,2,7,39,36,41,41,46
017,Brescia,03,Lombardia,2,8,42,26,38,35,40
017,Brescia,03,Lombardia,2,9,37,32,41,31,49
017,Brescia,03,Lombardia,2,10,41,28,34,23,44
017,Brescia,03,Lombardia,2,11,30,26,36,31,58
017,Brescia,03,Lombardia,2,12,50,38,30,34,37
017,Brescia,03,Lombardia,2,13,41,30,31,25,47
017,Brescia,03,Lombardia,2,14,34,38,33,30,50
017,Brescia,03,Lombardia,2,15,38,30,39,32,41
017,Brescia,03,Lombardia,2,16,39,36,37,42,50
017,Brescia,03,Lombardia,2,17,37,38,32,51,37
017,Brescia,03,Lombardia,2,18,35,30,29,27,43
017,Brescia,03,Lombardia,2,19,34,31,31,32,47
017,Brescia,03,Lombardia,2,20,34,23,36,38,35
017,Brescia,03,Lombardia,2,21,36,32,31,42,42
017,Brescia,03,Lombardia,2,22,30,33,29,30,43
017,Brescia,03,Lombardia,2,23,34,41,44,34,46
017,Brescia,03,Lombardia,2,24,39,30,19,38,33
017,Brescia,03,Lombardia,2,25,41,34,49,36,41
017,Brescia,03,Lombardia,2,26,32,38,37,32,34
017,Brescia,03,Lombardia,2,27,24,29,36,46,49
017,Brescia,03,Lombardia,2,28,36,35,38,32,51
017,Brescia,03,Lombardia,2,29,0,40,0,0,0
017,Brescia,03,Lombardia,3,1,38,27,43,36,43
017,Brescia,03,Lombardia,3,2,38,41,35,39,49
017,Brescia,03,Lombardia,3,3,37,49,35,29,43
017,Brescia,03,Lombardia,3,4,43,43,26,26,33
017,Brescia,03,Lombardia,3,5,22,25,35,34,31
017,Brescia,03,Lombardia,3,6,38,44,30,42,39
017,Brescia,03,Lombardia,3,7,42,37,32,42,36
017,Brescia,03,Lombardia,3,8,33,33,26,36,32
017,Brescia,03,Lombardia,3,9,38,40,29,36,27
017,Brescia,03,Lombardia,3,10,38,39,33,35,34
017,Brescia,03,Lombardia,3,11,30,30,24,54,29
017,Brescia,03,Lombardia,3,12,28,33,32,37,39
017,Brescia,03,Lombardia,3,13,41,31,32,27,35
017,Brescia,03,Lombardia,3,14,33,34,40,33,36
017,Brescia,03,Lombardia,3,15,37,47,28,28,35
017,Brescia,03,Lombardia,3,16,30,45,39,41,32
017,Brescia,03,Lombardia,3,17,43,30,27,30,29
017,Brescia,03,Lombardia,3,18,41,27,46,37,38
017,Brescia,03,Lombardia,3,19,43,25,30,31,24
017,Brescia,03,Lombardia,3,20,41,36,29,30,34
017,Brescia,03,Lombardia,3,21,28,43,41,33,32
017,Brescia,03,Lombardia,3,22,32,25,30,25,36
017,Brescia,03,Lombardia,3,23,31,30,35,35,30
017,Brescia,03,Lombardia,3,24,35,36,25,32,36
017,Brescia,03,Lombardia,3,25,39,27,38,38,27
017,Brescia,03,Lombardia,3,26,27,30,27,34,34
017,Brescia,03,Lombardia,3,27,30,28,28,32,35
017,Brescia,03,Lombardia,3,28,36,31,35,29,27
017,Brescia,03,Lombardia,3,29,21,41,32,35,40
017,Brescia,03,Lombardia,3,30,20,26,30,32,31
017,Brescia,03,Lombardia,3,31,30,30,38,41,32
017,Brescia,03,Lombardia,4,1,31,34,26,26,30
017,Brescia,03,Lombardia,4,2,29,30,34,22,28
017,Brescia,03,Lombardia,4,3,42,26,30,31,32
017,Brescia,03,Lombardia,4,4,40,25,24,49,32
017,Brescia,03,Lombardia,4,5,38,36,29,35,29
017,Brescia,03,Lombardia,4,6,31,27,23,37,38
017,Brescia,03,Lombardia,4,7,41,41,30,28,34
017,Brescia,03,Lombardia,4,8,27,33,42,31,27
017,Brescia,03,Lombardia,4,9,40,37,30,37,33
017,Brescia,03,Lombardia,4,10,46,34,23,27,27
017,Brescia,03,Lombardia,4,11,30,34,32,30,30
017,Brescia,03,Lombardia,4,12,33,27,24,32,32
017,Brescia,03,Lombardia,4,13,26,32,21,21,25
017,Brescia,03,Lombardia,4,14,24,30,36,31,18
017,Brescia,03,Lombardia,4,15,33,30,23,30,25
017,Brescia,03,Lombardia,4,16,32,26,32,31,30
017,Brescia,03,Lombardia,4,17,30,38,33,41,28
017,Brescia,03,Lombardia,4,18,30,32,28,37,39
017,Brescia,03,Lombardia,4,19,32,23,27,39,25
017,Brescia,03,Lombardia,4,20,38,29,26,30,27
017,Brescia,03,Lombardia,4,21,41,29,35,24,25
017,Brescia,03,Lombardia,4,22,34,31,31,39,20
017,Brescia,03,Lombardia,4,23,40,24,31,25,31
017,Brescia,03,Lombardia,4,24,26,25,28,30,35
017,Brescia,03,Lombardia,4,25,29,38,27,31,28
017,Brescia,03,Lombardia,4,26,37,23,35,27,37
017,Brescia,03,Lombardia,4,27,28,24,30,24,35
017,Brescia,03,Lombardia,4,28,30,27,21,30,27
017,Brescia,03,Lombardia,4,29,38,31,32,26,26
017,Brescia,03,Lombardia,4,30,34,30,32,28,25
018,Pavia,03,Lombardia,1,1,25,15,23,20,19
018,Pavia,03,Lombardia,1,2,21,20,25,16,14
018,Pavia,03,Lombardia,1,3,22,19,29,28,23
018,Pavia,03,Lombardia,1,4,24,14,41,18,16
018,Pavia,03,Lombardia,1,5,14,29,42,20,28
018,Pavia,03,Lombardia,1,6,27,23,39,16,29
018,Pavia,03,Lombardia,1,7,33,19,26,21,27
018,Pavia,03,Lombardia,1,8,26,30,28,23,21
018,Pavia,03,Lombardia,1,9,25,18,29,28,27
018,Pavia,03,Lombardia,1,10,27,19,25,25,16
018,Pavia,03,Lombardia,1,11,30,19,35,30,17
018,Pavia,03,Lombardia,1,12,19,21,27,28,24
018,Pavia,03,Lombardia,1,13,20,18,33,27,27
018,Pavia,03,Lombardia,1,14,31,23,28,29,24
018,Pavia,03,Lombardia,1,15,28,15,29,30,21
018,Pavia,03,Lombardia,1,16,19,21,26,30,27
018,Pavia,03,Lombardia,1,17,26,19,22,28,32
018,Pavia,03,Lombardia,1,18,21,18,23,18,25
018,Pavia,03,Lombardia,1,19,21,22,31,27,27
018,Pavia,03,Lombardia,1,20,20,17,30,25,20
018,Pavia,03,Lombardia,1,21,18,20,28,22,21
018,Pavia,03,Lombardia,1,22,24,20,28,22,19
018,Pavia,03,Lombardia,1,23,22,24,26,18,21
018,Pavia,03,Lombardia,1,24,19,22,24,30,32
018,Pavia,03,Lombardia,1,25,28,14,29,21,26
018,Pavia,03,Lombardia,1,26,22,20,43,15,27
018,Pavia,03,Lombardia,1,27,23,29,21,19,19
018,Pavia,03,Lombardia,1,28,23,18,31,22,27
018,Pavia,03,Lombardia,1,29,21,16,22,18,26
018,Pavia,03,Lombardia,1,30,22,15,36,20,21
018,Pavia,03,Lombardia,1,31,23,25,21,30,25
018,Pavia,03,Lombardia,2,1,18,10,20,17,20
018,Pavia,03,Lombardia,2,2,26,10,24,23,27
018,Pavia,03,Lombardia,2,3,29,17,19,15,29
018,Pavia,03,Lombardia,2,4,35,20,22,17,31
018,Pavia,03,Lombardia,2,5,26,16,23,25,21
018,Pavia,03,Lombardia,2,6,30,20,18,24,25
018,Pavia,03,Lombardia,2,7,18,19,28,15,17
018,Pavia,03,Lombardia,2,8,22,22,22,23,23
018,Pavia,03,Lombardia,2,9,22,19,16,25,22
018,Pavia,03,Lombardia,2,10,27,22,21,18,21
018,Pavia,03,Lombardia,2,11,26,17,18,19,19
018,Pavia,03,Lombardia,2,12,26,24,25,24,32
018,Pavia,03,Lombardia,2,13,23,15,31,20,27
018,Pavia,03,Lombardia,2,14,26,20,21,21,24
018,Pavia,03,Lombardia,2,15,21,19,18,15,27
018,Pavia,03,Lombardia,2,16,32,23,19,20,32
018,Pavia,03,Lombardia,2,17,22,22,21,28,17
018,Pavia,03,Lombardia,2,18,18,18,22,15,13
018,Pavia,03,Lombardia,2,19,23,16,23,15,29
018,Pavia,03,Lombardia,2,20,26,17,15,26,28
018,Pavia,03,Lombardia,2,21,25,22,17,21,35
018,Pavia,03,Lombardia,2,22,21,17,22,14,20
018,Pavia,03,Lombardia,2,23,28,23,18,23,22
018,Pavia,03,Lombardia,2,24,22,19,15,22,25
018,Pavia,03,Lombardia,2,25,25,19,15,23,28
018,Pavia,03,Lombardia,2,26,21,22,14,25,22
018,Pavia,03,Lombardia,2,27,14,18,20,20,26
018,Pavia,03,Lombardia,2,28,16,15,20,21,24
018,Pavia,03,Lombardia,2,29,0,16,0,0,0
018,Pavia,03,Lombardia,3,1,23,23,20,21,21
018,Pavia,03,Lombardia,3,2,13,16,28,16,22
018,Pavia,03,Lombardia,3,3,17,20,17,15,26
018,Pavia,03,Lombardia,3,4,16,16,21,24,15
018,Pavia,03,Lombardia,3,5,28,30,16,31,18
018,Pavia,03,Lombardia,3,6,18,21,25,15,20
018,Pavia,03,Lombardia,3,7,16,15,25,21,21
018,Pavia,03,Lombardia,3,8,18,14,18,20,26
018,Pavia,03,Lombardia,3,9,13,13,23,17,26
018,Pavia,03,Lombardia,3,10,21,10,14,22,29
018,Pavia,03,Lombardia,3,11,10,19,24,18,15
018,Pavia,03,Lombardia,3,12,18,12,22,21,16
018,Pavia,03,Lombardia,3,13,18,19,20,20,29
018,Pavia,03,Lombardia,3,14,20,16,23,18,19
018,Pavia,03,Lombardia,3,15,19,16,11,20,14
018,Pavia,03,Lombardia,3,16,15,20,22,22,17
018,Pavia,03,Lombardia,3,17,18,25,20,17,24
018,Pavia,03,Lombardia,3,18,15,15,22,24,17
018,Pavia,03,Lombardia,3,19,21,19,19,26,21
018,Pavia,03,Lombardia,3,20,21,23,17,23,23
018,Pavia,03,Lombardia,3,21,17,22,19,25,17
018,Pavia,03,Lombardia,3,22,19,26,19,23,23
018,Pavia,03,Lombardia,3,23,22,19,19,16,21
018,Pavia,03,Lombardia,3,24,21,19,20,15,21
018,Pavia,03,Lombardia,3,25,15,22,17,26,13
018,Pavia,03,Lombardia,3,26,23,22,17,23,25
018,Pavia,03,Lombardia,3,27,20,18,14,16,20
018,Pavia,03,Lombardia,3,28,20,14,20,21,22
018,Pavia,03,Lombardia,3,29,25,20,27,22,20
018,Pavia,03,Lombardia,3,30,20,18,13,17,21
018,Pavia,03,Lombardia,3,31,20,20,27,11,15
018,Pavia,03,Lombardia,4,1,11,22,21,13,15
018,Pavia,03,Lombardia,4,2,28,17,25,21,19
018,Pavia,03,Lombardia,4,3,20,14,16,21,24
018,Pavia,03,Lombardia,4,4,25,21,18,14,26
018,Pavia,03,Lombardia,4,5,20,25,13,21,16
018,Pavia,03,Lombardia,4,6,20,24,20,14,24
018,Pavia,03,Lombardia,4,7,17,17,15,14,14
018,Pavia,03,Lombardia,4,8,25,18,15,22,19
018,Pavia,03,Lombardia,4,9,16,14,19,30,21
018,Pavia,03,Lombardia,4,10,23,18,17,18,20
018,Pavia,03,Lombardia,4,11,25,17,21,21,15
018,Pavia,03,Lombardia,4,12,20,16,31,18,17
018,Pavia,03,Lombardia,4,13,22,21,23,21,17
018,Pavia,03,Lombardia,4,14,17,20,13,14,25
018,Pavia,03,Lombardia,4,15,15,19,10,15,13
018,Pavia,03,Lombardia,4,16,19,21,11,14,10
018,Pavia,03,Lombardia,4,17,11,17,14,21,18
018,Pavia,03,Lombardia,4,18,23,16,15,22,22
018,Pavia,03,Lombardia,4,19,16,18,15,18,20
018,Pavia,03,Lombardia,4,20,19,18,17,22,19
018,Pavia,03,Lombardia,4,21,16,10,20,11,16
018,Pavia,03,Lombardia,4,22,18,18,16,22,14
018,Pavia,03,Lombardia,4,23,17,16,19,17,25
018,Pavia,03,Lombardia,4,24,13,10,15,15,16
018,Pavia,03,Lombardia,4,25,12,7,20,23,22
018,Pavia,03,Lombardia,4,26,16,26,20,12,15
018,Pavia,03,Lombardia,4,27,13,23,18,10,18
018,Pavia,03,Lombardia,4,28,14,15,16,14,22
018,Pavia,03,Lombardia,4,29,12,14,20,20,19
018,Pavia,03,Lombardia,4,30,17,16,18,13,14
019,Cremona,03,Lombardia,1,1,11,11,16,16,13
019,Cremona,03,Lombardia,1,2,16,7,13,15,10
019,Cremona,03,Lombardia,1,3,17,6,21,17,14
019,Cremona,03,Lombardia,1,4,20,14,20,15,15
019,Cremona,03,Lombardia,1,5,12,11,16,12,10
019,Cremona,03,Lombardia,1,6,10,12,22,13,19
019,Cremona,03,Lombardia,1,7,16,13,17,15,12
019,Cremona,03,Lombardia,1,8,9,16,14,12,7
019,Cremona,03,Lombardia,1,9,9,10,18,15,16
019,Cremona,03,Lombardia,1,10,17,13,18,16,11
019,Cremona,03,Lombardia,1,11,18,15,8,12,7
019,Cremona,03,Lombardia,1,12,17,22,24,18,12
019,Cremona,03,Lombardia,1,13,8,8,18,12,9
019,Cremona,03,Lombardia,1,14,11,10,25,12,19
019,Cremona,03,Lombardia,1,15,18,7,16,20,14
019,Cremona,03,Lombardia,1,16,21,12,13,13,8
019,Cremona,03,Lombardia,1,17,23,10,18,19,10
019,Cremona,03,Lombardia,1,18,20,21,13,18,17
019,Cremona,03,Lombardia,1,19,16,17,25,13,8
019,Cremona,03,Lombardia,1,20,13,21,18,19,6
019,Cremona,03,Lombardia,1,21,13,15,21,10,6
019,Cremona,03,Lombardia,1,22,20,11,20,13,13
019,Cremona,03,Lombardia,1,23,12,12,15,18,12
019,Cremona,03,Lombardia,1,24,15,14,13,20,12
019,Cremona,03,Lombardia,1,25,19,14,22,13,8
019,Cremona,03,Lombardia,1,26,12,19,15,19,14
019,Cremona,03,Lombardia,1,27,16,12,19,22,10
019,Cremona,03,Lombardia,1,28,15,13,21,12,14
019,Cremona,03,Lombardia,1,29,14,11,15,19,8
019,Cremona,03,Lombardia,1,30,14,12,21,15,19
019,Cremona,03,Lombardia,1,31,12,5,8,19,11
019,Cremona,03,Lombardia,2,1,13,20,13,12,11
019,Cremona,03,Lombardia,2,2,12,10,14,6,12
019,Cremona,03,Lombardia,2,3,15,6,16,11,16
019,Cremona,03,Lombardia,2,4,8,13,12,15,22
019,Cremona,03,Lombardia,2,5,17,17,10,16,13
019,Cremona,03,Lombardia,2,6,14,17,13,21,10
019,Cremona,03,Lombardia,2,7,5,11,14,18,18
019,Cremona,03,Lombardia,2,8,13,19,17,14,16
019,Cremona,03,Lombardia,2,9,9,12,14,10,14
019,Cremona,03,Lombardia,2,10,14,10,18,13,14
019,Cremona,03,Lombardia,2,11,18,12,16,9,17
019,Cremona,03,Lombardia,2,12,16,15,16,15,8
019,Cremona,03,Lombardia,2,13,11,8,11,9,14
019,Cremona,03,Lombardia,2,14,14,7,16,10,19
019,Cremona,03,Lombardia,2,15,13,9,8,14,13
019,Cremona,03,Lombardia,2,16,16,8,10,18,19
019,Cremona,03,Lombardia,2,17,10,12,11,20,16
019,Cremona,03,Lombardia,2,18,14,16,13,6,11
019,Cremona,03,Lombardia,2,19,13,15,8,10,7
019,Cremona,03,Lombardia,2,20,12,12,11,12,10
019,Cremona,03,Lombardia,2,21,10,17,7,14,11
019,Cremona,03,Lombardia,2,22,13,10,16,12,16
019,Cremona,03,Lombardia,2,23,12,13,12,12,7
019,Cremona,03,Lombardia,2,24,15,15,13,14,14
019,Cremona,03,Lombardia,2,25,15,13,13,10,14
019,Cremona,03,Lombardia,2,26,11,12,12,11,12
019,Cremona,03,Lombardia,2,27,9,9,19,15,13
019,Cremona,03,Lombardia,2,28,13,12,14,18,11
019,Cremona,03,Lombardia,2,29,0,13,0,0,0
019,Cremona,03,Lombardia,3,1,8,10,12,14,6
019,Cremona,03,Lombardia,3,2,16,12,11,15,11
019,Cremona,03,Lombardia,3,3,14,10,15,12,11
019,Cremona,03,Lombardia,3,4,13,15,7,15,12
019,Cremona,03,Lombardia,3,5,16,15,15,20,12
019,Cremona,03,Lombardia,3,6,11,13,12,7,11
019,Cremona,03,Lombardia,3,7,14,9,9,11,15
019,Cremona,03,Lombardia,3,8,8,15,14,20,8
019,Cremona,03,Lombardia,3,9,16,10,11,11,13
019,Cremona,03,Lombardia,3,10,14,16,12,11,11
019,Cremona,03,Lombardia,3,11,11,12,4,8,13
019,Cremona,03,Lombardia,3,12,15,14,11,15,16
019,Cremona,03,Lombardia,3,13,9,12,13,14,10
019,Cremona,03,Lombardia,3,14,15,9,13,8,11
019,Cremona,03,Lombardia,3,15,12,15,11,14,15
019,Cremona,03,Lombardia,3,16,13,15,14,8,10
019,Cremona,03,Lombardia,3,17,10,16,7,11,15
019,Cremona,03,Lombardia,3,18,9,12,19,7,16
019,Cremona,03,Lombardia,3,19,14,16,11,13,15
019,Cremona,03,Lombardia,3,20,8,12,17,10,14
019,Cremona,03,Lombardia,3,21,16,12,16,11,9
019,Cremona,03,Lombardia,3,22,11,12,10,12,15
019,Cremona,03,Lombardia,3,23,14,11,12,8,12
019,Cremona,03,Lombardia,3,24,11,14,15,7,15
019,Cremona,03,Lombardia,3,25,13,16,12,16,20
019,Cremona,03,Lombardia,3,26,7,9,18,11,17
019,Cremona,03,Lombardia,3,27,11,12,7,8,13
019,Cremona,03,Lombardia,3,28,14,11,11,17,9
019,Cremona,03,Lombardia,3,29,12,4,7,12,18
019,Cremona,03,Lombardia,3,30,12,12,11,8,11
019,Cremona,03,Lombardia,3,31,7,9,15,9,11
019,Cremona,03,Lombardia,4,1,14,11,8,15,9
019,Cremona,03,Lombardia,4,2,16,6,9,7,15
019,Cremona,03,Lombardia,4,3,10,16,8,15,12
019,Cremona,03,Lombardia,4,4,14,10,10,13,11
019,Cremona,03,Lombardia,4,5,15,8,8,11,14
019,Cremona,03,Lombardia,4,6,8,8,11,10,12
019,Cremona,03,Lombardia,4,7,5,10,15,16,7
019,Cremona,03,Lombardia,4,8,16,11,7,12,13
019,Cremona,03,Lombardia,4,9,16,16,13,13,13
019,Cremona,03,Lombardia,4,10,8,8,9,10,13
019,Cremona,03,Lombardia,4,11,16,10,7,8,12
019,Cremona,03,Lombardia,4,12,16,13,9,5,8
019,Cremona,03,Lombardia,4,13,19,7,10,13,12
019,Cremona,03,Lombardia,4,14,13,9,13,17,8
019,Cremona,03,Lombardia,4,15,11,8,9,9,10
019,Cremona,03,Lombardia,4,16,12,9,17,15,13
019,Cremona,03,Lombardia,4,17,16,10,8,9,9
019,Cremona,03,Lombardia,4,18,13,14,10,7,13
019,Cremona,03,Lombardia,4,19,9,12,10,5,15
019,Cremona,03,Lombardia,4,20,8,9,10,13,8
019,Cremona,03,Lombardia,4,21,12,14,8,9,8
019,Cremona,03,Lombardia,4,22,7,8,13,15,14
019,Cremona,03,Lombardia,4,23,11,11,14,11,7
019,Cremona,03,Lombardia,4,24,9,10,7,9,10
019,Cremona,03,Lombardia,4,25,12,13,12,17,10
019,Cremona,03,Lombardia,4,26,6,11,7,7,12
019,Cremona,03,Lombardia,4,27,11,10,5,5,8
019,Cremona,03,Lombardia,4,28,6,10,10,19,8
019,Cremona,03,Lombardia,4,29,14,11,7,10,9
019,Cremona,03,Lombardia,4,30,11,7,5,6,8
020,Mantova,03,Lombardia,1,1,16,10,24,17,11
020,Mantova,03,Lombardia,1,2,12,11,18,18,16
020,Mantova,03,Lombardia,1,3,17,12,13,12,9
020,Mantova,03,Lombardia,1,4,16,6,18,17,15
020,Mantova,03,Lombardia,1,5,17,15,18,19,12
020,Mantova,03,Lombardia,1,6,12,15,24,16,13
020,Mantova,03,Lombardia,1,7,10,15,17,22,17
020,Mantova,03,Lombardia,1,8,21,10,21,11,13
020,Mantova,03,Lombardia,1,9,15,9,24,17,22
020,Mantova,03,Lombardia,1,10,13,16,20,19,9
020,Mantova,03,Lombardia,1,11,15,13,13,18,15
020,Mantova,03,Lombardia,1,12,14,11,18,17,18
020,Mantova,03,Lombardia,1,13,16,13,20,14,19
020,Mantova,03,Lombardia,1,14,17,11,23,18,14
020,Mantova,03,Lombardia,1,15,17,14,22,17,14
020,Mantova,03,Lombardia,1,16,18,20,17,12,17
020,Mantova,03,Lombardia,1,17,19,12,14,14,22
020,Mantova,03,Lombardia,1,18,19,16,17,19,22
020,Mantova,03,Lombardia,1,19,16,14,26,15,11
020,Mantova,03,Lombardia,1,20,14,14,15,14,16
020,Mantova,03,Lombardia,1,21,16,11,21,10,13
020,Mantova,03,Lombardia,1,22,12,13,15,20,17
020,Mantova,03,Lombardia,1,23,16,13,18,17,15
020,Mantova,03,Lombardia,1,24,10,7,20,19,16
020,Mantova,03,Lombardia,1,25,12,16,24,18,20
020,Mantova,03,Lombardia,1,26,15,6,15,21,15
020,Mantova,03,Lombardia,1,27,18,22,9,13,14
020,Mantova,03,Lombardia,1,28,21,16,24,20,17
020,Mantova,03,Lombardia,1,29,18,14,17,14,13
020,Mantova,03,Lombardia,1,30,15,17,21,16,18
020,Mantova,03,Lombardia,1,31,11,14,17,14,21
020,Mantova,03,Lombardia,2,1,15,14,7,17,18
020,Mantova,03,Lombardia,2,2,17,13,18,12,16
020,Mantova,03,Lombardia,2,3,7,15,22,15,16
020,Mantova,03,Lombardia,2,4,23,22,12,17,16
020,Mantova,03,Lombardia,2,5,15,10,13,16,18
020,Mantova,03,Lombardia,2,6,20,12,16,11,8
020,Mantova,03,Lombardia,2,7,6,10,13,18,10
020,Mantova,03,Lombardia,2,8,19,10,17,15,15
020,Mantova,03,Lombardia,2,9,18,8,10,9,18
020,Mantova,03,Lombardia,2,10,15,14,15,20,13
020,Mantova,03,Lombardia,2,11,15,5,21,12,15
020,Mantova,03,Lombardia,2,12,11,21,12,8,22
020,Mantova,03,Lombardia,2,13,16,17,11,13,12
020,Mantova,03,Lombardia,2,14,23,18,12,6,11
020,Mantova,03,Lombardia,2,15,17,11,13,18,15
020,Mantova,03,Lombardia,2,16,18,14,12,20,13
020,Mantova,03,Lombardia,2,17,12,12,20,24,16
020,Mantova,03,Lombardia,2,18,12,7,13,12,15
020,Mantova,03,Lombardia,2,19,21,14,14,9,23
020,Mantova,03,Lombardia,2,20,9,13,13,21,16
020,Mantova,03,Lombardia,2,21,18,12,18,17,12
020,Mantova,03,Lombardia,2,22,11,14,20,10,8
020,Mantova,03,Lombardia,2,23,17,10,14,13,20
020,Mantova,03,Lombardia,2,24,16,15,16,12,16
020,Mantova,03,Lombardia,2,25,11,15,9,16,9
020,Mantova,03,Lombardia,2,26,13,23,14,9,13
020,Mantova,03,Lombardia,2,27,18,10,15,10,17
020,Mantova,03,Lombardia,2,28,17,9,12,14,12
020,Mantova,03,Lombardia,2,29,0,17,0,0,0
020,Mantova,03,Lombardia,3,1,21,13,14,16,18
020,Mantova,03,Lombardia,3,2,13,8,11,18,18
020,Mantova,03,Lombardia,3,3,11,12,9,9,10
020,Mantova,03,Lombardia,3,4,21,11,11,14,15
020,Mantova,03,Lombardia,3,5,18,11,12,17,11
020,Mantova,03,Lombardia,3,6,11,11,12,19,12
020,Mantova,03,Lombardia,3,7,13,9,14,14,14
020,Mantova,03,Lombardia,3,8,14,16,13,16,16
020,Mantova,03,Lombardia,3,9,13,9,18,17,15
020,Mantova,03,Lombardia,3,10,13,15,13,16,13
020,Mantova,03,Lombardia,3,11,16,14,17,13,10
020,Mantova,03,Lombardia,3,12,22,14,14,15,22
020,Mantova,03,Lombardia,3,13,13,8,13,21,18
020,Mantova,03,Lombardia,3,14,12,22,13,14,11
020,Mantova,03,Lombardia,3,15,17,21,6,8,15
020,Mantova,03,Lombardia,3,16,10,8,7,16,16
020,Mantova,03,Lombardia,3,17,16,8,7,15,13
020,Mantova,03,Lombardia,3,18,12,11,13,15,15
020,Mantova,03,Lombardia,3,19,11,8,13,13,13
020,Mantova,03,Lombardia,3,20,14,11,12,8,14
020,Mantova,03,Lombardia,3,21,14,12,16,15,13
020,Mantova,03,Lombardia,3,22,5,12,10,9,22
020,Mantova,03,Lombardia,3,23,11,9,16,13,16
020,Mantova,03,Lombardia,3,24,19,17,11,11,15
020,Mantova,03,Lombardia,3,25,13,8,11,12,13
020,Mantova,03,Lombardia,3,26,13,12,16,12,6
020,Mantova,03,Lombardia,3,27,21,16,12,16,13
020,Mantova,03,Lombardia,3,28,17,12,8,12,12
